C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_11_58_913.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_11_58_913.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_11_58_913.jpg, 0, 0, 0, 7.882105E-05
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_11_59_016.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_11_59_016.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_11_59_016.jpg, 0, 0.2663961, 0, 0.1716212
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_11_59_118.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_11_59_118.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_11_59_118.jpg, 0, 0.5630127, 0, 0.693984
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_11_59_219.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_11_59_219.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_11_59_219.jpg, 0, 0.8662176, 0, 1.55232
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_11_59_322.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_11_59_322.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_11_59_322.jpg, 0, 1, 0, 2.947869
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_11_59_425.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_11_59_425.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_11_59_425.jpg, 0, 1, 0, 4.12264
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_11_59_528.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_11_59_528.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_11_59_528.jpg, 0, 1, 0, 5.287214
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_11_59_629.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_11_59_629.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_11_59_629.jpg, 0, 1, 0, 6.440501
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_11_59_731.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_11_59_731.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_11_59_731.jpg, 0, 1, 0, 7.582589
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_11_59_833.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_11_59_833.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_11_59_833.jpg, 0, 1, 0, 8.7136
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_11_59_935.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_11_59_935.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_11_59_935.jpg, 0, 1, 0, 9.833577
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_00_042.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_00_042.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_00_042.jpg, 0, 1, 0, 11.16301
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_00_144.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_00_144.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_00_144.jpg, 0, 1, 0, 12.00938
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_00_246.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_00_246.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_00_246.jpg, 0, 1, 0, 13.22566
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_00_346.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_00_346.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_00_346.jpg, 0, 1, 0, 14.32252
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_00_449.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_00_449.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_00_449.jpg, 0, 1, 0, 15.60556
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_00_553.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_00_553.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_00_553.jpg, 0, 1, 0, 16.39698
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_00_659.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_00_659.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_00_659.jpg, 0, 1, 0, 17.67113
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_00_761.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_00_761.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_00_761.jpg, 0, 0.693032, 0, 18.6332
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_00_866.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_00_866.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_00_866.jpg, 0, 0.3776111, 0, 18.78593
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_00_970.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_00_970.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_00_970.jpg, -0.2902632, 0.08734787, 0, 19.08947
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_01_072.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_01_072.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_01_072.jpg, -0.6006894, 0, 0, 18.38075
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_01_176.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_01_176.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_01_176.jpg, -0.8883455, 0, 0, 18.27504
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_01_279.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_01_279.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_01_279.jpg, -1, 0, 0, 17.4164
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_01_379.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_01_379.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_01_379.jpg, -1, 0.2592585, 0, 17.6988
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_01_483.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_01_483.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_01_483.jpg, -1, 0.610387, 0, 18.04967
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_01_588.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_01_588.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_01_588.jpg, -0.6843496, 0.8835892, 0, 18.73367
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_01_693.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_01_693.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_01_693.jpg, -0.3885247, 0.7171057, 0, 19.57397
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_01_800.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_01_800.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_01_800.jpg, -0.0901387, 1, 0, 20.35543
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_01_903.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_01_903.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_01_903.jpg, 0.1168815, 1, 0, 21.53752
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_02_004.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_02_004.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_02_004.jpg, 0.3353924, 1, 0, 22.43553
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_02_109.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_02_109.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_02_109.jpg, 0.03875816, 1, 0, 23.40053
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_02_211.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_02_211.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_02_211.jpg, 0.2980266, 1, 0, 24.35554
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_02_315.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_02_315.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_02_315.jpg, 0.05067056, 1, 0, 25.31956
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_02_421.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_02_421.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_02_421.jpg, 0, 1, 0, 26.45636
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_02_523.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_02_523.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_02_523.jpg, 0, 0.910579, 0, 27.39004
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_02_624.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_02_624.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_02_624.jpg, 0, 1, 0, 28.30307
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_02_728.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_02_728.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_02_728.jpg, 0, 1, 0, 29.22733
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_02_832.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_02_832.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_02_832.jpg, 0, 1, 0, 30.14169
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_02_935.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_02_935.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_02_935.jpg, 0, 1, 0, 30.19026
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_03_038.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_03_038.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_03_038.jpg, 0, 1, 0, 30.19023
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_03_138.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_03_138.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_03_138.jpg, 0, 1, 0, 30.19027
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_03_240.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_03_240.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_03_240.jpg, 0, 0.7452964, 0, 30.13711
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_03_342.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_03_342.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_03_342.jpg, 0, 0.7317579, 0, 30.11077
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_03_445.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_03_445.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_03_445.jpg, 0, 0.4225957, 0, 30.05649
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_03_550.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_03_550.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_03_550.jpg, 0, 0.1288831, 0, 29.97254
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_03_650.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_03_650.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_03_650.jpg, 0, 0, 0, 29.69355
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_03_758.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_03_758.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_03_758.jpg, 0, 0, 0, 29.39411
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_03_859.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_03_859.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_03_859.jpg, 0, 0, 0, 29.09685
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_03_963.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_03_963.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_03_963.jpg, 0, 0, 0, 28.74219
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_04_066.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_04_066.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_04_066.jpg, 0, 0, 0, 28.44915
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_04_172.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_04_172.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_04_172.jpg, -0.2954808, 0, 0, 28.1022
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_04_276.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_04_276.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_04_276.jpg, -0.5963118, 0, 0, 27.57271
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_04_376.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_04_376.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_04_376.jpg, -0.8858292, 0, 0, 26.88658
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_04_481.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_04_481.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_04_481.jpg, -1, 0, 0, 26.07354
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_04_587.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_04_587.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_04_587.jpg, -1, 0, 0, 25.56535
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_04_693.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_04_693.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_04_693.jpg, -0.7076536, 0, 0, 25.35003
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_04_799.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_04_799.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_04_799.jpg, -0.4132636, 0, 0, 25.19042
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_04_900.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_04_900.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_04_900.jpg, -0.1100542, 0, 0, 24.95107
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_05_004.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_05_004.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_05_004.jpg, 0, 0, 0, 24.62296
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_05_107.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_05_107.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_05_107.jpg, 0, 0, 0, 24.37421
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_05_214.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_05_214.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_05_214.jpg, 0.2982942, 0, 0, 24.05807
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_05_317.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_05_317.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_05_317.jpg, 0.5921145, 0, 0, 23.57598
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_05_417.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_05_417.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_05_417.jpg, 0.8910774, 0, 0, 22.98532
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_05_519.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_05_519.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_05_519.jpg, 1, 0, 0, 22.38283
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_05_624.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_05_624.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_05_624.jpg, 0.686639, 0, 0, 22.0799
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_05_724.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_05_724.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_05_724.jpg, 0.3856963, 0, 0, 21.92872
C:\Users\jayke\Downloads\autonomous_car_training\IMG\center_2020_12_27_11_12_05_828.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\left_2020_12_27_11_12_05_828.jpg, C:\Users\jayke\Downloads\autonomous_car_training\IMG\right_2020_12_27_11_12_05_828.jpg, 0.07352295, 0, 0, 21.71479
